"DATA_YM","TOTAL_BIDG","FAC_NEIGH_1","FAC_NEIGH_2","FAC_CULT_MTG","FAC_RELG","FAC_RETAIL","FAC_MEDI","TOTAL_GAS","CMRC_GAS","TOTAL_ELEC"
202409,2,0,0,0,0,0,0,11.8503757945311,0,1018.593
202408,278,57,33,1,1,0,0,12.2111198867517,12.1129480755397,802.288
202303,375,56,85,0,1,1,1,13.9056135675955,13.1289635482777,1019.13
202312,264,37,132,0,0,0,1,14.273248647077,13.9470045013981,3075.366
202311,324,81,95,0,0,3,0,14.3997275257388,14.127097859931,1673.701
202410,175,12,16,0,1,0,0,9.62951112714046,9.32044959465621,88.319
202306,68,12,26,0,1,0,1,11.5195733189417,11.5195832526343,375.628
202405,278,105,53,1,0,0,0,11.4951178463203,11.2237489430516,449.433
202407,127,16,89,0,1,0,0,11.5404822645411,11.540491992688,393.162
202301,136,59,34,0,0,1,0,12.0204235586435,12.0200743377638,506.097
202401,43,15,8,0,0,1,0,11.7769038107228,11.776911490595,444.955
202210,134,52,56,1,0,2,1,13.5614760049247,13.5547546993184,3387.144
202312,237,85,43,0,1,2,0,11.6520959281082,11.6223985125642,648.084
202303,72,11,42,0,0,4,1,12.8495436445232,12.7575496892694,1517.574
202301,491,114,132,1,1,2,0,14.7618046534421,14.5163545419918,6348.163
202309,64,1,2,0,0,0,0,10.4997382958504,10.4997658391278,147.239
202308,59,15,29,0,0,0,0,11.4116455014129,11.0702723763073,2277.358
202303,223,42,147,1,0,0,0,11.0566195916467,11.0566353738523,568.565
202301,74,2,13,0,0,0,1,15.3231792759973,13.6688591878886,3961.992
202307,79,21,27,0,0,0,0,12.2327876020477,10.9801609336855,810.283
202306,54,14,25,0,0,1,0,11.0518736484223,10.7973690628972,423.2
202303,627,201,168,1,1,1,1,14.117321101859,13.414671732091,2389.482
202406,92,8,38,0,0,0,0,12.2234360257709,11.4240068157472,382.79
202303,84,31,21,0,0,1,1,14.549473333024,14.2658642607545,7029.734
202406,13,5,0,0,0,0,1,12.0565105885188,11.3016487237209,632.814
202307,485,37,182,0,0,0,0,13.5952727807962,13.1671244834279,2901.99
202210,651,99,170,0,1,10,1,12.8392442123724,12.6694292320541,1756.726
202303,32,5,2,0,0,3,0,14.039307495775,13.6741082709592,9967.47
202212,42,6,6,0,0,0,0,13.289970539861,12.5427412914332,256.384
202401,54,8,5,0,0,1,1,12.8711777979649,12.4039024914158,1283.322
202407,41,11,10,1,0,0,1,12.2840146868098,12.0259526634911,1555.251
202401,215,63,56,0,1,0,0,11.4568523443394,11.4568629210337,751.098
202404,555,207,95,0,0,0,0,14.9973487901229,14.9059404620408,1133.134
202403,62,3,34,0,1,2,0,14.1721894018954,13.5831912882072,1985.554
202306,43,15,21,0,0,0,1,12.4499869827747,12.3710869589661,871.014
202311,29,5,15,0,0,0,0,12.3539278359983,12.353932148769,574.278
202408,191,48,51,0,0,2,1,13.0235767617934,12.4973644450708,1551.954
202211,224,12,90,0,0,0,0,12.6426164358756,12.5015777878189,731.072
202207,285,51,95,0,1,1,1,12.9098704067607,12.6812628014632,1783.376
202212,234,80,50,0,0,0,0,13.3806748249081,13.1428559627032,688.049
202210,139,40,62,0,0,0,0,12.9499794781159,12.9153810275138,661.855
202307,192,39,69,0,0,1,0,14.3553171471534,14.2470000743559,2709.653
202303,53,10,35,0,0,0,1,12.9129550643438,12.7602422010577,499.279
202208,219,21,106,0,1,1,0,12.9044560928854,12.6012651708676,2094.807
202303,447,217,62,1,1,2,1,10.585422105882,10.5854473874555,1006.854
202407,56,18,30,0,1,1,0,13.5535196238004,13.5535209233143,2035.215
202210,22,0,0,0,0,0,0,13.6379854796539,10.0823865925288,25100.163
202210,371,75,71,0,1,3,1,11.554547139661,11.5264042170827,488.211
202312,127,16,51,0,0,0,0,13.6208779299611,12.904930986323,583.493
202212,104,14,60,0,0,3,1,13.9534447440536,13.8084305537794,4225.455
202404,89,30,11,2,0,5,1,14.0462388721033,12.6776749961396,3448.026
202301,54,22,10,0,0,0,1,11.7569377417626,11.756851555467,504.252
202410,313,83,84,1,1,5,0,14.4217279945662,14.3653218672667,2728.422
202208,473,182,89,0,1,3,1,10.8950898177079,10.8920431304788,1095.791
202309,396,25,17,0,0,0,0,10.2840791983683,10.2749131684208,63.109
202210,341,166,50,1,0,3,1,11.17582903358,11.0586219415286,437.561
202310,56,19,28,0,1,1,0,13.4451524247173,13.4451538729694,1447.772
202401,159,35,45,0,1,1,0,12.7304253642124,12.1751133130038,840.981
202307,383,109,70,1,0,0,0,11.4959929150588,11.4901377868396,511.615
202207,4,0,0,0,0,4,0,12.3658162273109,12.3658204891134,1271.124
202207,108,32,37,0,0,3,0,14.0559681524201,13.7456448056277,2543.707
202301,54,22,12,1,1,0,1,13.2200815647209,12.8256567054778,1479.214
202404,363,70,105,0,1,0,0,11.0879104976173,11.0480606095804,361.227
202210,180,39,82,0,0,0,0,13.4640221407128,12.7753897941486,1572.833
202308,160,16,65,0,0,0,0,12.1214892277516,12.1110584219265,1194.034
202407,135,37,48,0,0,0,0,11.9354050032375,11.7252668827504,610.906
202406,263,43,106,1,1,2,1,12.1559891453622,12.1320385168038,860.383
202208,301,100,75,0,1,1,0,13.1863236063632,13.1427031153327,2001.736
202406,84,4,11,0,0,1,0,11.1217330161488,11.1217478034701,239.086
202406,483,114,83,0,1,3,0,10.8998086843158,10.899827145911,635.529
202310,71,7,47,0,0,0,0,12.0017017795392,12.0017079132856,613.202
202207,582,248,166,2,0,1,1,12.5313430899756,12.4834505620401,2111.291
202407,228,26,96,0,0,1,0,13.5076910821851,13.499479764161,2692.77
202402,1,0,0,0,0,0,0,14.0941190900697,0,19.215
202210,221,42,49,1,1,2,1,11.9384088633921,11.0157726081249,605.348
202303,37,4,11,2,0,0,1,11.7348202368839,9.21433239324572,384.69
202212,241,30,90,1,1,1,0,10.4598982095226,10.4599268722625,375.717
202303,1170,546,185,4,1,8,1,13.9302810604959,13.8167048445201,3486.786
202301,456,130,71,0,1,4,0,12.0832890026524,12.003564707816,878.094
202210,63,17,19,1,0,0,0,11.8031966826907,11.8032041632693,557.23
202401,52,12,17,0,0,0,0,15.619744562299,13.2205439790579,3947.445
202402,399,130,52,0,0,2,0,11.9803069092921,11.9700527994022,781.515
202401,150,12,9,0,1,0,0,12.8824194874118,11.8831432887243,118.82
202211,235,29,55,0,1,0,0,11.8735884461068,11.4084534433735,536.005
202406,171,30,54,0,0,0,0,12.8218554036067,12.7807487412822,987.829
202301,451,122,203,17,1,0,0,15.7642679355291,15.0686828712381,5617.924
202212,88,5,6,0,0,0,0,10.4763579656736,10.4763861604999,263.147
202303,261,91,79,0,1,3,0,12.5437726995036,12.2478429902242,703.51
202308,371,53,96,0,1,1,0,13.5831420876221,12.6230742845566,2513.338
202307,176,21,26,0,0,1,0,12.6570304235525,12.4864619402043,1816.363
202307,144,12,14,0,0,0,0,11.7097414679146,11.0028329057801,264.555
202303,293,91,32,0,1,0,0,12.5872006611765,12.4869528878943,447.163
202406,520,252,89,1,0,0,1,11.203760955131,11.1496574055619,1010.741
202310,179,8,36,0,0,0,1,9.94083150567655,9.94087967175319,226.457
202405,79,21,27,0,0,0,0,12.7204190640181,11.2295275357908,616.123
202410,215,26,22,0,0,0,0,9.87519095338101,9.87524238709583,95.842
202407,265,55,41,0,0,4,1,13.7881660822911,13.4970805765637,4072.358
202211,88,5,6,0,0,0,0,10.4574301353755,10.4574588689435,246.831
202404,28,7,14,0,0,4,0,11.7419636089867,11.5312269661401,782.234
202303,6,3,2,0,0,0,0,10.327905253561,10.3279379605554,342.289
202212,31,12,12,0,0,1,1,13.7423310777054,13.5726246525374,4309.015
202402,215,63,56,0,1,0,0,11.6879118517285,11.6879202463777,795.678
202311,581,124,259,1,1,1,0,14.3600834815097,14.3109985594467,2390.457
202403,15,9,0,0,0,1,0,14.1479984390009,0,2264.942
202310,277,57,33,1,1,0,0,12.3735301103631,12.312534054982,425.316
202306,105,31,37,0,0,3,0,13.5906342563049,13.3606004463262,2247.1
202405,336,115,55,3,0,0,0,11.6018516741646,11.5905066841266,622.334
202306,276,19,155,3,0,2,1,14.1549669091121,14.1383792560304,2222.772
202210,62,9,4,0,0,0,0,11.0876351293105,10.6867724679321,307.312
202207,370,143,104,0,1,0,0,14.1522263363554,12.7617234404022,2471.789
202301,119,16,76,1,0,0,0,12.978141906095,12.8874989036644,591.228
202207,526,95,63,0,0,1,0,11.9657320693874,11.8994999297983,817.059
202401,532,76,51,1,0,1,0,12.8088300213621,12.6455461884907,487.526
202402,166,45,25,0,0,1,0,9.99592998792569,9.99597557197128,297.618
202309,185,27,53,2,1,1,0,12.9297078081608,12.4066760660021,1110.079
202210,184,43,25,0,0,1,1,11.4456204539593,11.1954162876203,323.952
202406,16,2,4,0,0,0,1,12.5080865252421,12.1360685486414,739.716
202301,288,52,145,0,1,0,1,14.3470213606396,14.1788472630165,3769.297
202406,25,8,14,1,0,0,0,13.4513793133491,13.3825575967184,2764.016
202311,299,88,99,0,1,1,1,13.124231631131,12.71622504273,988.394
202402,62,3,34,0,1,2,0,14.4355261357206,13.872517349199,2371.521
202403,127,10,42,0,0,2,0,14.0267539828087,13.9477906680612,1601.301
202407,96,48,17,0,1,1,0,12.23813801245,12.2381428546546,717.521
202303,68,6,30,0,0,0,0,13.0812246660679,12.6137353371818,1632.538
202307,82,9,23,0,0,0,0,10.6844624434616,10.3480451604504,214.698
202303,156,28,78,0,0,1,0,11.2715288351887,11.2715415653662,253.66
202404,64,9,25,1,0,1,0,13.8606617280665,13.0765623413369,1348.378
202303,28,7,14,0,0,4,0,11.946932677428,11.91885713089,814.709
202401,133,36,26,0,0,0,0,12.147712333229,11.8848544718589,432.304
202212,260,37,35,0,0,2,1,12.8463726935421,12.7747133008488,1710.406
202308,81,25,24,0,0,0,0,12.2628734954518,12.1718796720849,840.39
202303,35,5,14,0,0,0,1,12.5298829138445,12.1771174610748,853.081
202210,97,18,28,0,0,0,0,14.5428750903298,12.2212617054959,9628.294
202303,35,1,13,0,0,12,0,11.9435968748461,11.7503032275123,917.492
202401,32,12,12,0,0,1,1,13.9855461166901,13.7947474895922,4226.037
202405,231,8,13,0,0,0,0,9.95882764756929,9.88021892559677,111.966
202307,85,27,25,1,0,0,0,13.1478517708381,12.3186823224126,1247.043
202212,84,4,11,0,0,1,0,10.6142536051845,10.6142781682687,197.973
202401,189,28,47,1,0,0,1,14.1490878941159,13.7085198253357,1478.678
202301,702,388,116,1,0,5,1,15.230611253827,14.8060646213518,6805.964
202207,289,54,140,0,1,0,1,13.506438679314,13.4313792572387,3042.572
202301,87,34,31,0,0,0,1,13.5710629277393,13.2389795102722,1189.765
202407,467,135,191,0,0,6,0,15.0810044292384,14.98781651869,12374.095
202407,11,0,0,0,0,1,0,14.7628362835264,12.8059525581197,5155.885
202409,422,113,42,1,1,6,0,10.9532596757848,7.77148876011762,1475.29
202207,310,177,74,0,0,4,1,13.6060849834783,13.382435786808,2764.269
202303,584,121,171,1,1,2,1,13.5855639180303,12.9275399974674,2014.875
202210,190,44,54,0,0,0,1,12.2229100967198,12.0493837471499,594.349
202405,274,42,188,0,0,2,0,12.6886253299784,12.5770946760536,1558.832
202403,109,36,23,0,0,1,0,12.0506052659007,12.0506111069028,231.458
202303,54,21,13,0,0,4,1,10.6143027307495,10.614327292627,178.708
202308,43,8,17,0,1,0,0,9.58678853101385,9.00601857490256,107.318
202309,266,43,40,2,1,0,1,10.6393828714098,10.0462450038911,279.409
202211,130,10,40,0,0,2,0,13.5368331548473,13.4852841753244,1590.659
202208,49,20,11,1,0,2,0,12.4194001769711,12.4112965955414,1044.333
202306,231,8,13,0,0,0,0,9.96880701865677,9.81809304951918,136.749
202405,18,3,0,0,0,2,1,13.1449034309986,12.3106623642003,1432.82
202405,150,12,9,0,1,0,0,11.1889666084172,10.2565359284192,81.501
202401,204,14,23,0,0,0,0,12.815006349506,12.1815596418092,738.153
202307,317,70,104,1,1,1,1,13.8612283882982,12.7601014265968,4076.666
202405,57,4,5,0,0,0,0,9.53104611087515,9.40285975374658,65.572
202303,199,21,79,0,1,0,0,14.4739234264067,14.2247598304159,2811.697
202406,75,21,33,0,1,0,0,12.8009094000448,12.7898959109754,736.236
202401,241,21,52,0,0,0,0,13.9070746389849,13.2482239241746,1707.288
202408,363,70,105,0,1,0,0,9.98322252055498,9.96434744079289,390.165
202306,57,8,36,0,0,4,1,13.6565464789623,13.5867185843054,2203.314
202409,184,52,22,1,0,0,0,11.0977130054072,11.0977281522176,199.324
202402,174,4,3,0,1,2,1,12.938286681254,12.8663892524368,1278.147
202404,816,391,199,2,1,6,1,13.9938650898429,13.9140591248918,2041.179
202303,293,91,32,0,1,0,0,12.473592826158,12.3739106536143,443.685
202303,11,0,0,0,0,1,0,14.267599040002,11.9014275103999,3777.043
202406,195,45,94,0,0,0,1,12.4966804338982,12.402806510927,1204.277
202308,194,43,48,0,1,0,1,12.342830078885,12.3370087984315,717.976
202303,301,103,50,0,1,0,1,10.6573534681308,10.3682901799898,567.665
202308,67,16,15,0,0,1,0,11.3039436610621,9.28757915231698,646.145
202309,58,8,10,0,0,0,0,10.2890220251554,9.56071551376639,197.999
202311,110,22,22,0,1,0,0,12.8470709025985,12.5992019798772,852.218
202402,55,17,34,0,0,0,0,12.7815561583091,12.6174767495041,1083.671
202408,70,12,21,0,1,2,1,13.7287002516677,13.4806865622474,4804.357
202311,279,25,28,0,1,2,0,12.5967387871263,12.5753888509739,610.621
202207,38,3,3,0,0,4,1,15.0180572458694,14.5466387412463,8142.396
202309,60,7,30,0,1,0,1,9.95882764756929,9.68115617132248,268.603
202310,17,7,5,0,0,2,0,10.6657642619117,10.1125321794708,652.417
202210,5,0,0,0,0,0,0,10.6965705617087,0,114.892
202210,104,33,19,2,0,0,0,9.36683116873562,9.36691667901828,91.959
202410,153,28,12,0,1,0,0,9.11063052782717,9.11074100675343,158.101
202308,8,0,2,0,0,0,0,12.0840405955844,8.7653024887482,2073.032
202310,338,74,80,2,1,1,1,12.3263946774281,12.3149718924862,435.967
202303,49,12,37,0,0,0,0,12.8350892217432,12.8350918873187,579.48
202408,641,211,121,0,0,0,1,10.4633604502731,10.1010260751349,1453.822
202307,332,76,76,0,1,0,0,13.801073848347,13.4698843513104,2932.153
202211,229,75,84,0,0,1,0,13.0357286567435,12.9404889206463,846.299
202210,310,66,103,0,1,1,1,13.7716286784338,12.7195128483036,3688.403
202406,188,41,21,0,1,2,0,11.7594339185892,11.7594417338062,483.357
202303,368,36,177,0,1,0,0,15.1959259215943,14.2918956572486,4752.713
202211,38,10,16,0,0,1,1,13.4279462698627,13.1501536263858,1502.538
202408,52,10,30,0,0,0,0,12.0730040029632,11.965585815242,633.736
202403,184,25,70,0,0,1,0,14.3547142872236,13.3728029786912,2528.756
202307,3,0,0,0,0,1,0,13.44407724305,12.8182185341214,1257.857
202401,372,63,90,0,1,0,1,14.8056144185301,13.2442853912164,2204.669
202309,176,7,20,0,1,0,1,13.0030819697491,12.9408319084088,1035.85
202307,64,30,18,1,0,3,1,14.237352825303,13.9953999928794,7992.796
202303,54,22,10,0,0,0,1,11.5341878106726,11.5340801190426,382.639
202301,308,179,92,2,0,8,1,13.3855426942418,13.1118442448141,2485.355
202301,399,129,53,0,0,2,0,11.8684647643087,11.8206454311585,828.703
202303,225,76,39,0,0,0,1,10.6932622266797,10.6932849237756,342.279
202308,60,5,14,0,1,0,0,9.82503940620699,9.39166142843655,129.098
202403,336,103,73,0,1,0,1,12.0199538884878,11.9840472188815,653.888
202403,123,18,33,0,0,1,0,13.4846189207913,12.583141708466,904.113
202410,133,28,17,0,0,0,0,8.24905227417129,8.24931374626064,43.105
202207,49,7,25,0,1,2,1,12.4177911791749,11.860168063878,1558.175
202410,223,58,70,0,0,3,0,12.1437290471197,12.1283597218012,492.279
202303,93,0,16,0,0,0,0,12.2018336737709,9.40071276695985,79.252
202309,44,9,9,1,0,0,1,9.22296040333229,8.9614943233096,151.929
202207,20,2,3,3,0,3,0,13.6749568522272,12.5975537651822,1506.003
202303,143,12,78,10,1,0,0,13.3743446943766,13.2968728323699,1397.944
202301,277,57,33,1,1,0,0,13.631332879642,13.5494986489228,587.895
202310,150,57,22,0,0,3,0,9.83424464979397,9.83306508823958,321.195
202211,43,15,21,0,0,0,1,12.5851184845676,12.5080125897287,781.437
202309,3,0,0,0,0,0,0,8.57206009285708,0,0.1
202301,276,71,56,0,0,1,0,10.6166824283999,10.6167069318977,634.492
202301,518,249,88,1,0,0,1,12.0743111143479,12.0743168185128,1663.019
202309,7,0,0,0,1,0,0,11.5247552167238,4.67282883446191,13.116
202308,164,11,6,0,0,0,0,9.79734895647446,9.6237075099802,97.659
202408,51,18,16,0,0,0,0,11.8499903830639,11.0585746881322,710.192
202310,48,6,13,0,0,0,0,11.714657415284,11.4439825922333,271.489
202309,45,3,4,0,1,0,0,5.0998664278242,5.10594547390058,8.674
202210,27,0,0,0,0,0,0,13.9118838088719,0,9880.055
202401,54,14,25,0,0,1,0,11.714126020032,11.5107531071086,469.871
202407,166,40,26,0,0,2,0,11.6621985543845,9.62733871589802,2916.768
202409,30,3,14,0,0,0,0,12.7391361642137,10.926298127788,1662.318
202404,265,48,65,0,0,1,1,14.5745199144941,13.4330019220802,2937.617
202208,129,4,14,0,1,0,0,11.9075992220002,11.875357803261,715.894
202212,52,3,3,0,0,0,0,15.6960783581371,13.8636033361595,8512.594
202308,64,4,29,0,0,3,1,11.9039738159101,11.5271439022078,595.912
202404,45,17,2,0,0,1,0,9.61906682278672,9.56962191577987,110.521
202303,62,14,2,0,0,0,0,8.82702806850915,8.82717477136278,173.768
202309,4,0,2,0,0,0,0,12.0049107183224,8.96928740011841,327.26
202208,120,1,14,0,0,0,0,10.0666687626777,10.0667112336381,89.9
202407,268,54,130,1,0,2,0,14.9995865265566,14.6868281913957,8212.284
202310,170,30,52,0,0,0,0,12.9957633359393,12.9678826431151,765.194
202208,172,46,46,0,0,1,0,10.447612546703,8.61395685984855,278.314
202403,63,4,52,0,0,0,0,11.8780684535998,11.843839425814,283.206
202408,30,8,10,0,0,0,0,10.5016919857802,10.5017194752998,146.793
202210,85,26,18,0,0,2,0,12.7129022960188,12.6920757232648,1187.123
202310,1169,546,186,4,1,8,1,12.9308347654594,12.8009094000448,2793.301
202306,516,130,105,0,0,4,1,12.6384717548784,12.4916199409661,2731.386
202307,73,18,16,0,0,0,0,11.6321030832995,11.5834678020817,299.749
202408,37,8,8,0,0,0,0,13.4923007847866,12.9852484286485,1475.371
202410,476,28,47,0,1,0,0,9.23210186375769,9.23219970632908,170.295
202410,87,15,28,1,0,2,0,11.310882717564,11.2301380607285,976.182
202303,145,58,16,1,1,0,1,10.679343115469,10.6519984819322,146.352
202408,134,44,40,0,0,1,0,11.7013781876944,10.8461670187482,689.316
202407,92,16,25,0,0,1,1,10.7720785255329,10.5916221912725,446.491
202312,67,10,35,0,1,0,0,10.873944448154,10.8024082958478,579.724
202401,144,12,15,0,0,0,0,12.3947613887023,11.9907546445685,292.606
202301,115,56,47,0,0,0,1,13.2566862067602,13.1538484784802,1627.482
202312,200,78,81,0,0,1,0,11.3820533903659,11.1917003972434,442.742
202210,479,10,27,0,1,0,0,9.86407082017234,9.86412282901385,108.042
202210,207,23,59,0,1,1,0,12.6604453712273,12.2353644218322,1269.925
202401,543,169,87,2,1,4,1,14.0368340539822,13.5224969648474,1634.822
202405,126,16,88,0,1,0,0,11.8606484595071,11.8606555224272,275.309
202307,129,37,45,0,0,0,1,12.0914863697877,11.7866556610539,888.935
202306,1161,408,243,4,1,14,1,12.1515795002338,12.0864779698445,1972.042
202410,93,37,5,0,0,2,1,11.7896325317689,11.7879401436943,308.323
202308,132,19,20,0,0,0,0,12.3320310604069,11.2801481576877,763.429
202208,108,12,8,0,0,0,0,8.99181115821272,8.04334217044161,472.43
202402,191,48,30,0,1,1,1,12.2834780323746,12.1736217652597,324.204
202311,34,7,12,0,0,0,0,10.574746933338,10.5747724862389,52.369
202301,472,83,130,3,0,15,1,16.2590396770059,15.7593605864276,18747.784
202407,528,336,79,0,0,0,0,12.7154862728983,12.7089427075675,1050.289
202403,78,10,22,0,0,0,1,12.6836971619073,12.2230379180062,368.381
202408,27,2,10,0,1,2,1,13.0135212524168,12.9452251638465,3554.246
202402,43,16,20,0,0,0,1,13.0066202596998,12.9306942680499,1039.769
202210,191,52,101,0,0,0,0,11.2535068577913,11.2227603122246,723.662
202406,911,307,121,1,1,3,1,12.7153540776457,12.7065084818961,1533.604
202301,99,9,10,0,0,0,0,11.7436482214078,11.4814863961348,157.397
202402,106,26,46,0,0,0,1,12.1013397106801,12.1013452627348,958.061
202401,37,10,13,0,1,1,1,13.7185909837793,13.5104679937743,2337.176
202307,269,45,36,0,1,1,0,11.3908821170575,11.0810958474307,581.861
202309,173,13,17,0,0,0,0,9.09918532261002,9.06750872286864,75.179
202310,108,12,23,0,0,1,0,11.0003816993769,10.9792746505623,411.275
202307,101,9,28,0,1,0,0,13.0521790821682,11.4425244596709,768.9
202409,20,0,0,0,0,1,1,14.4015167498758,14.172512748352,2515.311
202208,200,78,80,0,0,1,0,10.3585678811865,10.3061153058241,533.435
202407,22,5,1,0,0,3,0,13.6583993333793,12.8747119464356,3000.741
202210,543,167,87,2,1,4,1,12.9726445291544,12.406201375974,1211.2
202207,23,5,7,0,0,1,0,10.9850893123708,10.8819452456214,524.724
202407,470,196,93,0,1,1,1,11.0675754231631,10.5072295842284,1443.655
202210,93,9,39,0,0,0,0,11.9694511737282,10.9735974807315,419.523
202303,13,7,1,0,0,0,0,11.7785152909472,9.02352874990936,76.998
202307,7,1,1,0,0,0,0,12.1770402547098,10.730597282759,1441.718
202410,44,21,13,0,0,0,1,12.4257943489951,12.261843152228,380.378
202404,165,32,18,0,1,1,1,12.9570924292806,12.919725637467,1110.252
202409,129,14,11,1,0,0,0,8.77709288285557,8.75731184693641,73.423
202306,9,3,3,0,0,1,0,12.2503957041668,12.0628833364381,1337.187
202405,84,9,13,0,0,0,0,11.3195712718418,11.0709415901616,245.374
202309,116,1,2,0,0,0,0,10.0806290492885,9.91155492361389,29.866
202303,333,126,18,0,1,9,1,11.8372455914574,11.2055303612084,1081.799
202306,134,22,42,2,0,1,0,11.4573176130934,10.4287189136097,695.699
202403,133,27,28,0,0,0,0,10.9582872682476,10.9583046812046,153.32
202409,45,22,10,1,0,2,0,14.7393733493003,14.730745532723,7754.766
202403,478,10,28,0,1,0,0,11.528178543058,11.5281883916361,144.398
202404,341,170,36,0,0,2,1,12.4153687621369,12.4073263528261,1274.909
202306,5,0,0,0,0,0,0,11.9960982489936,0,866.988
202405,44,13,16,0,0,1,0,12.2361216188804,11.938546079282,508.66
202408,44,11,21,0,0,5,0,12.2571791724778,12.2571839233537,3869.89
202207,30,5,2,0,0,3,0,14.6397745934974,14.1995088948566,15519.536
202309,8,1,5,0,0,0,0,13.7693985543193,13.7693996015104,653.358
202311,204,81,49,2,0,2,0,11.6640487095938,11.4951483848675,537.178
202405,13,0,1,0,0,2,0,14.8000724609623,12.996330656477,3751.474
202410,76,4,19,0,0,0,0,11.9717859897911,11.05999131962,583.246
202306,213,51,95,0,0,0,0,12.2579817502676,12.2131872764156,812.353
202408,20,2,3,3,0,3,0,14.0417604795108,12.731720869759,1931.141
202405,181,31,90,0,0,1,0,11.8656646740553,11.865671701635,605.698
202306,424,148,68,2,0,4,1,11.8797051832807,11.8676094282216,868.931
202303,31,0,2,0,0,0,0,14.734952320124,13.0115189637376,2323.979
202401,210,23,75,0,0,1,0,14.8707298415618,13.7915815287699,2463.01
202310,74,26,20,0,0,0,0,9.79495534571267,9.79501107620004,121.958
202208,63,9,26,1,0,1,0,13.2165347271696,12.7351143445664,1863.602
202306,34,11,10,0,0,1,1,12.3990043814361,12.1732239876431,994.863
202210,130,10,40,0,0,2,0,13.7978108380077,13.7773122020257,1881.418
202303,110,3,21,0,0,0,0,11.6261737899056,11.6261827191547,209.704
202404,105,35,13,0,0,1,0,11.2635277700104,11.2635406024508,178.194
202303,116,56,48,0,0,0,1,13.1632634488765,13.0498658001761,1304.073
202303,190,49,50,0,0,2,1,13.7903178703572,13.5432319079976,1085.295
202410,19,13,2,0,0,0,0,10.1422288244734,4.0943445622221,92.471
202303,435,233,46,3,1,0,1,11.4613268608225,11.4079093344495,506.756
202312,6,3,2,0,0,0,0,10.4873219731554,10.4873498605461,477.573
202303,63,17,28,0,0,0,1,12.652634910298,12.5663381357358,1099.091
202402,109,36,23,0,0,1,0,12.2344414195806,12.234446279718,263.628
202308,187,7,7,0,0,0,0,9.59512646887595,9.59519452618022,76.256
202409,2,0,0,0,0,0,0,8.85495031650033,0,3.475
202408,321,78,124,1,1,0,1,13.5153307126825,13.4789057125509,2578.293
202306,374,250,54,1,0,0,1,10.2629785277343,9.66071510883295,308.181
202404,539,18,78,1,1,0,0,12.8285612824269,12.6996371496317,449.309
202211,166,29,72,0,0,0,0,13.9103970116457,13.8351925897538,1999.244
202303,51,9,35,0,1,0,0,12.4321080115149,12.3495797399731,666.343
202310,39,6,10,0,1,1,0,13.0828655058462,12.6615969535111,3541.421
202402,159,35,45,0,1,1,0,12.4747171479548,12.0936203760586,774.098
202303,4,0,1,0,0,1,0,11.774535598999,10.9785582326212,1407.364
202211,21,5,7,0,0,2,1,12.9348017152078,12.5167874170925,1042.202
202406,541,176,92,0,1,3,0,12.5298901476931,12.3553198945947,1116.864
202303,180,57,38,0,0,2,0,13.3846830254919,11.7858872232653,1408.435
202210,11,1,0,0,0,0,0,6.98564181763921,6.98656645940643,0.353
202207,2,0,0,0,0,2,0,13.0666751763893,13.066677290923,944.734
202210,114,56,46,0,0,0,1,13.0144997315284,12.8887678944563,1378.128
202301,9,1,1,0,1,0,0,11.8349872247726,10.8877172674185,657.114
202407,82,10,22,0,0,0,0,10.68663538774,10.5082132714952,208.402
202407,147,66,20,0,1,1,0,11.4787273175903,11.4775262406184,126.503
202211,283,76,57,0,1,1,0,12.0263417301251,12.0263477145835,342.942
202308,135,22,24,0,1,0,0,11.9977807602144,11.6678415660736,603.252
202310,343,156,59,1,0,2,1,11.9639819758676,11.9536161367521,594.499
202309,29,0,0,1,0,0,0,11.0110926180393,5.35185813347607,203.997
202211,39,6,10,0,1,1,0,13.1756462911859,12.7708806448619,3068.28
202303,644,60,221,1,1,1,1,14.154753239072,13.3079396319188,2404.596
202409,102,7,43,1,0,0,0,11.1466474156029,10.5838027542807,753.434
202403,88,7,15,0,0,0,0,12.817255690322,12.4318327706275,479.412
202410,88,17,26,0,0,1,1,12.6449725297246,12.4525381143638,1567.405
202408,16,7,8,0,0,0,0,10.3841219741379,10.3841528932072,378.246
202301,187,72,55,0,0,0,0,13.7417273023152,13.4667782731452,979.725
202306,118,26,32,0,1,1,1,13.8007329043144,13.1646006898894,2068.742
202310,456,130,74,0,1,4,0,10.4923292162868,10.4282160814711,568.045
202406,87,8,41,0,0,1,0,10.9587573116917,10.9571373421691,264.695
202410,172,13,16,0,0,0,0,9.20099685697303,9.19400771735529,43.906
202212,302,57,62,0,0,2,0,11.2095204320532,11.2047277110596,671.159
202402,416,110,41,0,1,2,1,8.75856951099151,8.75872660784204,395.508
202407,30,11,13,0,0,1,0,11.9737243603363,11.9737306681116,1007.872
202212,14,7,2,0,0,2,0,13.2648607056329,13.0081863323419,1382.722
202306,63,17,28,0,0,0,1,12.509191209919,12.4190284778169,1343.757
202410,159,10,3,0,0,0,0,10.909271578893,10.9092898666138,52.331
202301,260,37,35,0,0,2,1,13.2318113281063,13.1229971765112,2267.975
202212,39,4,20,0,0,3,1,14.314563150768,14.0030708684939,2273.134
202212,5,1,0,0,0,3,0,14.0926126088493,14.0926133668261,3463.675
